SK_ID_CURR,TARGET
100001,0.09163639418310413
100005,0.2605447026628292
100013,0.06766206069553905
100028,0.08062076454006205
100038,0.1768586055269063
100042,0.05211203483533757
100057,0.06975823347754782
100065,0.13861208246939266
100066,0.034266438942073034
100067,0.1344689745094874
100074,0.1169559371249565
100090,0.1623431938938747
100091,0.18303477809646548
100092,0.15328515713511695
100106,0.15501231607656618
100107,0.14470597283999007
100109,0.1298953976448456
100117,0.09101624255149579
100128,0.09565351013625656
100141,0.1004520952672724
100150,0.06733989369142691
100168,0.0390184679512762
100169,0.05706707311990736
100170,0.10418070275529194
100171,0.10070246732699785
100172,0.1927473745391837
100184,0.140555059983284
100187,0.08816940752583341
100212,0.080636637869394
100222,0.14015054660830575
100223,0.042848255097033966
100232,0.051377204915401514
100241,0.20662698222762627
100245,0.06519088359777137
100253,0.047664240900204824
100256,0.14169101352330993
100271,0.04649580473291665
100278,0.2308059558014285
100280,0.04628093574907666
100306,0.2324465743167225
100311,0.2198876533609885
100312,0.06598947914559475
100330,0.10701582336569668
100331,0.10537327539571216
100352,0.12301330667627355
100358,0.1936166594967865
100367,0.09853699437268729
100382,0.13347295790546962
100384,0.09668717296126329
100385,0.12795683076218983
100386,0.0919563199697391
100399,0.07292140354463002
100404,0.11232147208640215
100416,0.052334442477363206
100422,0.19682348273203243
100426,0.0804444342867248
100438,0.07217994751325756
100444,0.16443799241529275
100445,0.17034525536816114
100446,0.13045884932379959
100447,0.08086308372176923
100450,0.11019286592721537
100466,0.08822442256820932
100483,0.0649504921196397
100484,0.04423318067148519
100494,0.11143636220846027
100510,0.20414739644146787
100512,0.07555666494446552
100517,0.07841586525916362
100548,0.08877406921418025
100551,0.092380801703172
100552,0.17456456704441534
100553,0.06622394447925677
100561,0.16567382249602702
100568,0.31646511182933124
100569,0.053410673804795195
100591,0.1011549173489807
100592,0.05123989511078258
100602,0.09229584274266844
100607,0.10848335820162122
100613,0.12973585304029764
100617,0.09695535703944706
100618,0.11727820024558018
100622,0.2389812685465198
100625,0.12397004170267699
100677,0.13562153874951652
100699,0.09314664147048186
100702,0.38425666250682516
100711,0.10080932056699872
100729,0.23477506051382085
100740,0.1516783304602017
100744,0.16893160374943367
100745,0.11429339885873036
100747,0.17457955228365807
100751,0.22698530403544492
100752,0.1146405608654212
100753,0.3072451455458314
100754,0.23622389164649088
100760,0.11774978284235936
100762,0.1276379440973848
100763,0.08774188347975788
100765,0.07312424175486133
100770,0.13166698578724595
100772,0.05639757641831489
100777,0.08497532057722532
100791,0.05789470394275114
100792,0.044717894550368294
100797,0.08065145428579815
100823,0.08810863934245264
100826,0.10123220583914391
100830,0.07039505359339623
100836,0.22599543007189937
100872,0.08725046671735533
100910,0.11838177720094181
100913,0.13967868589389595
100918,0.09356731994187992
100931,0.05036100304207574
100952,0.13261489066983562
100953,0.09235791238977646
100965,0.20565652606639534
100970,0.09853101883781767
100982,0.1718258827364352
100983,0.1576035284598734
100984,0.07902294245500949
100987,0.11995695884217016
100997,0.09508275889235036
100998,0.14856255345257674
101002,0.16135333928608886
101005,0.2602738761517532
101008,0.1794298709772012
101020,0.13137715034792696
101021,0.1329675169913242
101024,0.08636350540851868
101025,0.21127505481704664
101026,0.09217453464839309
101031,0.098960026908113
101041,0.06903833331707238
101051,0.035344978139765754
101055,0.12985691611489428
101056,0.23191139396606103
101057,0.11839766543217108
101064,0.09403595649986654
101079,0.14824387373410286
101087,0.0998898052480565
101090,0.06839623000892461
101092,0.12464091005379058
101097,0.15337561991411994
101099,0.0605574340985217
101107,0.12350454376080265
101118,0.13251646883187515
101125,0.14911451585554827
101126,0.05426989871794902
101128,0.10603758037232881
101136,0.18408883467154688
101140,0.13604231224576133
101149,0.14762664886920612
101160,0.11663288786624712
101169,0.2013096143775323
101181,0.09167765723658972
101186,0.04056981023498862
101190,0.17940555443879702
101193,0.1518844377190475
101194,0.12136671852991228
101198,0.14411405230825206
101200,0.05105551769842416
101204,0.08647176003775268
101211,0.1070871781796307
101213,0.10015400140614289
101223,0.09210509948454912
101225,0.11601950795568673
101237,0.13519838999573924
101243,0.14359154973034902
101244,0.18737405855682476
101258,0.09262136025359075
101259,0.24216962647869567
101268,0.1792486433496808
101269,0.0721437027444585
101271,0.21352904116843266
101279,0.08661935251492944
101281,0.16770106943409285
101287,0.07704388958727833
101292,0.08317534940658994
101294,0.10006638144570104
101296,0.09107915324481138
101297,0.08482713617330316
101299,0.06976193014203584
101301,0.09202917918977528
101305,0.12580218135023788
101308,0.07903537780297634
101318,0.057601883060251866
101327,0.22760404466073986
101329,0.11849885161269784
101332,0.07072785619419202
101337,0.12568552556133009
101343,0.05466599976238328
101345,0.05888295671602482
101346,0.07588394762146404
101353,0.03474156909978145
101354,0.16762156292187744
101355,0.2331909227852227
101356,0.06629194363786634
101362,0.15348410748166302
101363,0.26930196880304874
101365,0.06914503587409299
101366,0.14691802531812365
101367,0.22840633876585978
101368,0.03950040401861435
101374,0.16857581589622694
101380,0.061424087850733125
101383,0.06441589764126612
101398,0.056971021209445895
101399,0.2730768263287429
101401,0.22137432087628875
101412,0.12976982748153248
